CMTE_ID|CMTE_NAME|CMTE_DESIGN|CMTE_TYPE|CMTE_PTY_AFFILIATION|CAND_ID|CONNECTED_ORG_TYPE|CONNECTED_ORG_NAME|CMTE_ZIP|CMTE_CITY|CMTE_STATE
C00107680|WATSON LAND COMPANY PAC|U|N|||C|WATSON ENERGY SYSTEMS INC|90745|CARSON|CA
C00107771|NORTHERN STATES POWER EMPLOYEE POLITICAL INTEREST COMMITTEE|U|Q|||C|NORTHERN STATES POWER COMPANY|55401|MINNEAPOLIS|MN
C00107789|PEOPLE FOR JOHN HEINZ COMMITTEE|U|Q||S6PA00068|||19003|ARDMORE|PA
C00107813|WISCONSIN PUBLIC SERVICE CORPORATION RESPONSIBLE GOVERNMENT COMMITTEE|U|Q|||C|WISCONSIN PUBLIC SERVICE CORPORATION|54307|GREEN BAY|WI
C00107870|NATIONAL OFFICE PRODUCTS ASSOCIATION POLITICAL|U|Q|||T|OFFICE PRODUCTS ASS'N; NAT'L|22314|ALEXANDRIA|VA
C00107938|MARTIN FROST CONGRESSIONAL CLUB|A|H|DEM|H6TX24057|||75208|DALLAS|TX
C00107979|HOMEFED PAC (FKA: HOME FEDERAL SAVINGS AND LOAN COMMITTEE FOR RESPONSIBLE GOVERNMENT)|U|Q|||C|HOME SAVINGS & LOAN ASS'N OF SAN DEIGO|92121|SAN DIEGO|CA
C00108001|SUN-MAID GROWERS OF CALIFORNIA POLITICAL ACTION COMMITTEE|U|Q|||M|SUN-MAID GROWERS OF CALIFORNIA|93631|KINGSBURG|CA
C00108027|SOUTH JERSEY CARPENTERS NONPARTISAN POLITICAL EDUCATION COMMITTEE|U|Q|NNE||L|CARPENTERS & JOINERS OF AMER; UN BRTHD|08030|GLOUCESTER CITY|NJ
C00108035|MCKESSON CORPORATION EMPLOYEES POLITICAL FUND (FKA FOREMOST-MCKESSON INC EMPL POL FUND)|U|Q|||C|MCKESSON CORPORATION|94104|SAN FRANCISCO|CA
C00108043|FIRST PAC - FEDERAL: A POLITICAL ACTION CMTE OF THE PENNSYLVANIA ASSOC/COMMUNITY BANKERS|U|Q|||T|PA ASSN. OF SAVINGS INSTITUTIONS|17110|HARRISBURG|PA
C00108068|DOLE FOR SENATE COMMITTEE, INC|A|S|REP|S4KS00010|||20003|WASHINGTON|DC
C00108209|COMMITTEE FOR RESPONSIBLE GOVERNMENT-DOMINION RESOURCES INC (FORMERLY VA ELEC & POWER)|U|Q|||C|VIRGINIA ELECTRIC AND POWER COMPANY|23261|RICHMOND|VA
C00108282|GENERAL MILLS RESTAURANTS, INC EMPLOYEES GOOD GOV'T FUND (AKA) RED LOBSTER EMP GD GOV'T FD|U|Q|||C|GENERAL MILLS RESTAURANTS, INC|32859|ORLANDO|FL
C00108290|SCHERING - PLOUGH CORPORATION BETTER GOVERNMENT FUND|U|Q|||C|SCHERING-PLOUGH CORPORATION|07940|MADISON|NJ
C00108357|AKZO AMERICA INC POLITICAL ACTION COMMITTEE|U|Q|||C|AKZO AMERICA INC|28748|LEICESTER|NC
C00108365|KANSAS CHIROPRACTIC ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||T|CHIROPRACTIC ASSOCIATION; KANSAS|66612|TOPEKA|KS
C00108399|TOMKINS INDUSTRIES INC FKA; PHILIPS INDUSTRIES INC|U|Q|||C|PHILLIPS INDUSTRIES INC|45401|DAYTON|OH
C00108407|CARTER/MONDALE PRESIDENTIAL COMMITTEE INC|A|P|DEM|P60000247|||20005|WASHINGTON|DC
C00108456|MAINE BANKERS ASSOCIATON POLITICAL ACTION COMMITTEE (MAINE BANKPAC)|U|Q|||T|BANKERS ASS'N: AMERICAN|04330|AUGUSTA|ME
C00108555|UPAC AKA (UNIGROUP INC POLITICAL ACTION COMMITTEE)|U|Q|||C|UNIGROUP, INC.|63026|FENTON|MO
C00108597|E-SYSTEMS, ECI DIVISION POLITICAL ACTION COMMITTEE|U|Q|||C|E-SYSTEMS INC|33733|ST PETERSBURG|FL
C00108605|CONNECTICUT BANKERS POLITICAL ACTION COMMITTEE|U|Q|||T|BANKERS ASSOCIATION; CONNECTICUT|06103|HARTFORD|CT
C00108613|INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE|U|Y|DEM|||INDIANA DEMOCRATIC PARTY|46206|INDIANAPOLIS|IN
C00108670|AXIA INCORPORATED POLITICAL ACTION COMMITTEE|U|N|||C|AXIA INC|60521|OAK BROOK|IL
C00108779|ASPEN SKIING COMPANY EMPLOYEES POLITICAL ACTION COMMITTEE|U|Q|||C|20TH CENTURY FOX/URBAN DIVERSIF INC|81611|ASPEN|CO
C00108795|DOYLE FOR CONGRESS COMMITTEE|P|H|DEM|H0MA01016|||01060|NORTHAMPTON|MA
C00108811|DR FRANK DE PAOLI FOR US SENATE|P|S||S0AZ00038|||85033|PHOENIX|AZ
C00108894|NORTHEAST CONSERVATIVE POLITICAL ACTION COMMITTEE -NECPAC-AKA NEW ENGLAND CONSERVATIVE PAC|U|Q|||M|NONE|02138|CAMBRIDGE|MA
C00109017|SOUTHWESTERN BELL CORPORATION EMPLOYEE FEDERAL PAC (SWB EMPAC OR EMPAC)|U|Q|||C|SOUTHWESTERN BELL CORPORATION|63101|ST LOUIS|MO
C00109108|SENATE DEFENSE AND ECONOMIC POLITICAL ACTION COMMITTEE (FKA SEN JOHN TOWER PAC)|U|Q|||M|NONE|22314|ALEXANDRIA|VA
C00109116|MIDLAND COUNTY REPUBLICAN COMMITTEE|U|Y|REP|||MICHIGAN REPUBLICAN PARTY|48640|MIDLAND|MI
C00109140|BOB STUMP ELECTION COMMITTEE|P|H||H6AZ03112|||85234|GILBERT|AZ
C00109165|LOUISIANA-PACIFIC CORP FEDERAL PAC|U|Q|||C|LOUISIANA PACIFIC CORPORATION|97204|PORTLAND|OR
C00109173|WILSON TRUCKING CORPORATION POLITICAL ACTION COMMITTEE|U|Q|||C|WILSON TRUCKING CORPORATION|22939|FISHERVILLE|VA
C00109207|AMERICAN MEDICAL INTERNATIONAL PAC|U|Q|||C|AMERICAN MEDICAL INTERNATIONAL INC|75225|DALLAS|TX
C00109223|GRASSLEY COMMITTEE, INC|A|S||S0IA00028|||50266|WEST DES MOINES|IA
C00109249|MODERATE INDEPENDENT (PCC MUZYK)|P|P|UNK|P00000729|||20874|GERMANTOWN|MD
C00109264|IOWA-ILLINOIS GAS AND ELECTRIC POLITICAL ACTION COMMITTEE (FEDERAL)|U|Q|||C|IOWA-ILLINOIS GAS & ELECTRIC CO|52808|DAVENPORT|IA
C00109306|WHOLESALER-DISTRIBUTOR PAC OF THE NATIONAL ASSOCIATION OF WHOLESALE-DISTRIBUTORS|U|Q|||T|WHOLESALER-DISTRIBUTORS; NAT'L ASS'N|20006|WASHINGTON|DC
C00109348|1980 ELECTION COMMITTEE (FOR MARYLAND CONSERVATIVE REPUBLICANS)|U|N|REP||M|NONE|21403|ANNAPOLIS|MD
C00109355|VOTERS FOR CHOICE/FRIENDS OF FAMILY PLANNING|U|Q|||M|NONE|20008|WASHINGTON|DC
C00109363|DOLE FOOD COMPANY INC P A C|U|Q|||C|DOLE FOOD COMPANY INC|91361|WESTLAKE VILLAGE|CA
C00109397|PENNSYLVANIA CREDIT UNION LEGISLATIVE ACTION COMMITTEE OF THE PENN CREDIT UNION LEAGUE|U|Q|||T|CREDIT UNION NATIONAL ASS'N|17110|HARRISBURG|PA
C00109413|MARRIOTT CORPORATION POLITICAL ACTION COMMITTEE|U|Q|||C|MARRIOTT CORPORATION|20058|BETHESDA|MD
C00109462|CIVISTA PUBLIC AFFAIRS COMMITTEE FKA CITIZENS SAVINGS PUBLIC AFFAIRS COMMITTEE|U|Q|||C|CIVISTA CORPORATION|44701|CANTON|OH
C00109470|DIXON FOR SENATE COMMITTEE|P|S|DEM|S0IL00030|||62707|SPRINGFIELD|IL
C00109504|DURENBERGER '94 VOLUNTEER COMMITTEE|P|S|REP|S8MN00131|||55402|MINNEAPOLIS|MN
C00109512|A WHOLE LOT OF PEOPLE WHO WANT TO RE-ELECT LARRY HOPKINS|P|H||H8KY06040|||40593|LEXINGTON|KY
C00109546|VALERO ENERGY CORPORATION POLITICAL ACTION COMMITTEE (VALPAC)|U|Q|||C|VALERO ENERGY CORPORATION|78292|SAN ANTONIO|TX
C00109595|LOCAL 13000 CWA AFL-CIO|U|Q|||L|COMMUNICATIONS WORKERS OF AMERICA|19103|PHILADELPHIA|PA
C00109611|MARYLAND CHIROPRACTIC POLITICAL ACTION COMMITTEE|U|Q|||W|NONE|20902|WHEATON|MD
C00109678|NEW HAMPSHIRE BANKERS ASSOCIATION BANKPAC|U|Q|||T|NEW HAMPSHIRE BANKERS ASSOCIATIN|03301|CONCORD|NH
C00109710|VERMONT PRO-LIFE POLITICAL ACTION COMMITTEE|U|N|||M|BLANK|05461|HINESBURG|VT
C00109744|QUAYLE FOR SENATE COMMITTEE/A/K/A EARLY BIRDS FOR QUAYLE COMMITTEE|P|S||S0IN00012|||46244|INDIANAPOLIS|IN
C00109769|PREMIER ALLIANCE FOR GOOD FEDERAL GOVERNMENT COMMITTEE|U|Q|||C|LOUISIANA NATIONAL BANK|70821|BATON ROUGE|LA
C00109777|PARPAC (PARKER DRILLING COMPANY POLITICAL ACTION COMMITTEE)|U|Q|||C|PARKER DRILLING CO|74103|TULSA|OK
C00109793|FINA INC & FINA OIL AND CHEMICAL COMPANY POLITICAL ACTION COMMITTEE|U|Q|||C|AMERICAN PETROFINA INC|75221|DALLAS|TX
C00109801|LOUISIANA EMPLOYEES CMTE ON POLITICAL ACTION OF LOUISIANA POWER & LIGHT CO (LECOPA-LP&L)|U|Q|||C|MIDDLE SOUTH UTILITIES INC|70112|NEW ORLEANS|LA
C00109819|COALPAC - THE POLITICAL ACTION COMMITTEE OF THE NATIONAL COAL ASSOCIATION|U|Q|||T|COAL ASS'N; NAT'L|20036|WASHINGTON|DC
C00109926|AMALGAMATED SUGAR COMPANY POLITICAL ACTION COMMITTEE; THE|U|Q|||C|AMALGAMATED SUGAR CO/ CONTRAN CORP|84402|OGDEN|UT
C00109959|DICK FISCHER FOR CONGRESS COMMITTEE|P|H|DEM|H0FL05022|||32734|GOTHA|FL
C00109983|PUGET SOUND BANCORP POLITICAL ACTION COMMITTEE|U|Q|||C|PUGET SOUND BANCORP|98402|TACOMA|WA
C00109991|NATIONAL ASSOCIATION OF SMALL BUSINESS INVESTMENT COMPANIES POLITICAL ACTION COMMITTEE|U|Q|||T|NATL.ASSN.OF SM.BUS.INVEST.COMPANIES|22314|ALEXANDRIA|VA
C00110064|AMERICANS FOR LIFE INC|U|Q|||M|NONE|22170|STERLING|VA
C00110122|REPUBLICAN ELECTION CAMPAIGN CMTE (PCC WILSON)|P|P|REP|P00000646|||20013|WASHINGTON|DC
C00110197|DICKSTEIN, SHAPIRO & MORIN POLITICAL ACTION COMMITTEE|U|Q|||M|DICKSTEIN, SHAPIRO & MORIN|20037|WASHINGTON|DC
C00110205|POLITICAL ACTION COMMITTEE - UNION PLAZA (AKA PAC-UP)|U|Q|||C|SCOTT PLAZA INC|89125|LAS VEGAS|NV
C00110221|AMERICAN INDEPENDENT PARTY OF MICHIGAN|U|X|AIP|||MICHIGAN INDEPENDENT AMERICAN PARTY|48197|YPSILANTI|MI
C00110262|BRUNSWICK CORPORATION GOOD GOVERNMENT FUND|U|Q|||C|BRUNSWICK CORPORATION|60077|SKOKIE|IL
C00110270|MURRAY OHIO MANUFACTURING COMPANY EMPLOYEE VOLUNTARY POLITICAL ACTION COMMITTEE|U|Q|||C|MURRAY OHIO MANUFACTURING COMPANY|37027|BRENTWOOD|TN
C00110296|HOLLISTER FOR CONGRESS COMMITTEE|P|H||H0OH07013|||45387|YELLOW SPRINGS|OH
C00110338|AMERICAN CRYSTAL SUGAR POLITICAL ACTION COMMITTEE|U|Q|||V|AMERICAN CRYSTAL SUGAR COMPANY|56560|MOORHEARD|MN
C00110346|SOCIETY OF AMERICAN WOOD PRESERVERS INC WOOD PRESERVING POLITICAL ACTION COMMITTEE|U|Q|||T|WOOD PRESERVERS INC; SOCIETY OF AMER|22042|FALLS CHURCH|VA
C00110353|AMERICAN BANK & TRUST COMPANY OF KANSAS CITY POLITICAL ACTION COMMITTEE|U|N|||C|AMERICAN BANK & TRUST CO OF KANSAS CTY|64111|KANSAS CITY|MO
C00110379|DICK ALLEN FOR CONGRESS|P|H||H0MI10022|||48847|ITHACA|MI
C00110478|PEABODY POLITICAL ACTION COMMITTEE|U|Q|||C|PEABODY COAL COMPANY|63101|ST LOUIS|MO
C00110486|CAPITALISM REVISED AMERICAN  PARTY|U|X|AMP|||CAPITOLISM REVISED AMERICAN PARTY|33711|ST PETERBURG|FL
C00110494|HEALTH INSURANCE POLITICAL ACTION COMMITTEE OF THE HEALTH INSURANCE ASSOCIATION OF AMERICA|U|Q|||T|HEALTH INSURANCE ASS'N OF AMERICA|20036|WASHINGTON|DC
C00110536|GUS SAVAGE FOR CONGRESS|A|H|DEM|H0IL02010|||60649|CHICAGO|IL
C00110577|LINCOLN NATIONAL CORPORATION POLITICAL ACTION COMMITTEE|U|Q|||C|LINCOLN NATIONAL CORPORATION|46801|FORT WAYNE|IN
C00110585|CITIZENS ORGANIZED POLITICAL ACTION COMMITTEE|U|Q|||M|NONE|90067|LOS ANGELES|CA
C00110593|SOUTH CAROLINA NATIONAL BANK POLITICAL ACTION COMMITTEE|U|Q|||C|SOUTH CAROLINA NATIONAL CORPORATION|29501|FLORENCE|SC
C00110601|GRAYSON FOR PRESIDENT 1984|P|P||P00000851||WRITERS IN POLITICS|33328|DAVIE|FL
C00110759|CONSOLIDATED FREIGHTWAYS INC POLITICAL ACTION COMMITTEE|U|Q|||C|CONSOLIDATED FREIGHTWAYS INC|94304|PALO ALTO|CA
C00110791|CARVER COMMITTEE INC|P|S|REP|S0IL00048|||61614|PEORIA|IL
C00110817|PENNSYLVANIA PACE FOR FEDERAL ELECTIONS|U|Q|||L|EDUCATION ASS'N; NAT'L|17105|HARRISBURG|PA
C00110858|NATIONAL SCREW MACHINES PRODUCTS ASSOCIATION-POLITICAL ACTION COMMITTEE (NSMPA-PAC)|U|Q|||T|SCREW MACHINE PRODUCTS ASS'N; NAT'L|44141|BRECKSVILLE|OH
C00110957|PEOPLE FOR MEZVINSKY|P|S||S0PA00079|||18901|DOYLESTOWN|PA
C00110973|EMPLOYEES' RESPONSIBLE GOVERNMENT ASSOCIATION OF DELMARVA POWER & LIGHT CO|U|Q|||C|DELMARVA POWER & LIGHT CO|19933|BRIDGEVILLE|DE
C00110999|FRIENDS OF LIZ HOLTZMAN INC '80|A|S|DEM|S0NY00014|||11210|BROOKLYN|NY
C00111005|SENATOR CHAFEE COMMITTEE|P|S||S6RI00056|||02901|PROVIDENCE|RI
C00111047|CALIFORNIA AVOCADO PROPONENT|U|Q|||M|AVOCADO ADVOCATE; CALIFORNIA - STATE|92101|SAN DIEGO|CA
C00111104|NEWHALL LAND AND FARMING COMPANY POLTICAL ACTION COMMITTEE (NEWPAC)|U|Q|||C|NEWHALL LAND & FARMING COMPANY|91355|VALENCIA|CA
C00111120|COSEPAC COUNCIL OF SMALLER ENTERPRISES-POLITICAL ACTION COMMITTEE|U|N|||M|SMALL ENTERPRISES CLVLND GROWTH ASSN|44115|CLEVELAND|OH
C00111138|HULTMAN FOR CONGRESS|P|H||H0IA05019|||51566|RED OAK|IA
C00111203|HOPFMANN FOR CONGRESS COMMITTEE|P|H||H0MA02014|||01564|STERLING|MA
C00111237|COMPRESSED AIR FREE AIR FOUNDATION TUNNEL CAISSON SUBWAY WORKERS POLITICAL ACTION FUND|U|Q|||L|LABORERS' INT'L UNION OF NORTH AMERICA|10470|BRONX|NY
C00111278|NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE|U|Q|||M|NATIONAL RIGHT TO LIFE COMMITTEE, INC.|20004|WASHINGTON|DC
C00111294|RON SCHWARTZ FOR CONGRESS COMMITTEE|P|H|REP|H0CA15015|||93726|FRESNO|CA
C00111302|SOCIETY OF AMERICAN FLORISTS POLITICAL ACTION COMMITTEE (SAF-PAC)|U|Q|||T|FLORISTS; SOCIETY OF AMERICAN|22314|ALEXANDRIA|VA
C00111310|K C POWER PAC-KANSAS CITY POWER & LIGHT CO-FEDERAL|U|Q|||C|KANSAS CITY POWER & LIGHT CO|64141|KANSAS CITY|MO
C00111377|FIELDS FOR CONGRESS|P|H|REP|H0TX08020|||77347|HUMBLE|TX
C00111427|MID-CONTINENT OIL AND GAS ASSOCIATION POLITICAL ACTION COMMITTEE (MID PAC)|U|Q|||T|OIL & GAS ASS'N; MID-CONTINENT|20004|WASHINGTON|DC
C00111476|SOCIALIST WORKERS NATIONAL CAMPAIGN COMMITTEE|U|X|SWP|||SOCIALIST WORKERS PARTY|10014|NEW YORK|NY
C00111484|G D SEARLE & CO GOOD GOVERNMENT FUND (SEARLE GOOD GOVERNMENT FUND)|U|Q|||C|G D SEARLE & CO (AFF) MONSANTO CO|60077|SKOKIE|IL
C00111534|JONES, WALKER, WAECHTER, POITEVENT, CARRERE & DENEGRE POLITICAL ACTION COMMITTEE|U|Q|||M|JONES, WALKER...& DENEGRE|70170|NEW ORLEANS|LA
C00111559|FIRST BOSTON CORPORATION GOVERNMENT ACTION FUND|U|Q|||C|FIRST BOSTON CORPORATION|20036|WASHINGTON|DC
C00111567|SUN BANKS INC POLITICAL ACTION COMMITTEE (SUN BANKPAC)|U|Q|||C|SUNTRUST BANKS INC|32301|TALLAHASSEE|FL
C00111575|MCELDERRY FOR CONGRESS COMMITTEE|P|H|REP|H0CO02019|||80215|LAKEWOOD|CO
C00111591|INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCALS 545, 545C AND 545D VOLUNTARY PAC|U|Q|||L|ENGINEERS; INT'L UNION OF OPERATING|13205|SYRACUSE|NY
C00111633|SAM GEJDENSON RE-ELECTION COMMITTEE|P|H||H0CT02017|||06334|BOZRAH|CT
C00111658|ELECTRONIC DATA SYSTEMS EMPLOYEES' POLITICAL ACTION COMMITTEE|U|Q|||C|ELECTRONIC DATA SYSTEMS CORP/GMC|20004|WASHINGTON|DC
C00111666|SOUTHWESTERN OHIO CONCERNED CITIZENS FOR EFFECTIVE REPRESENTATION|U|Q|||M|NONE|45044|MIDDLETOWN|OH
C00111674|INTERNATIONAL UNION OF OPERATING ENGINEERS VOLUNTARY POLITICAL ACTION FUND - LOCAL 832|U|Q|||L|ENGINEERS; INT'L UNION OF OPERATING|14692|ROCHESTER|NY
C00111682|HOME BUILDERS ASSOCIATION OF CENTRAL ARIZONA PAC|U|Q|||T|HOME BUILDERS ASS'N CENTRAL ARIZONA|85020|PHOENIX|AZ
C00111716|SANDOZ PHARMACEUTICALS CORP POLITICAL ACTION COMMITTEE|U|Q|||C|SANDOZ INC|07936|EAST HANOVER|NJ
C00111765|SIXTH CONGRESSIONAL DISTRICT REPUBLICAN PARTY|U|Y|REP|||NONE|27203|ASHEBORO|NC
C00111773|GENERAL AMERICAN LIFE INSURANCE CO ASSOCIATES FEDERAL POLITICAL ACTION COMMITTEE|U|Q|||C|GENERAL AMERICAN LIFE INSURANCE CO|63101|ST LOUIS|MO
C00111880|SOUTHDOWN INC POLITICAL ACTION COMMITTEE (FKA MOORE MCCORMACK RESOURCES PAC)|U|Q|||C|SOUTHDOWN INC|77002|HOUSTON|TX
C00111898|COLPAC - THE POLITICAL ACTION COMMITTEE OF COLONIAL LIFE & ACCIDENT INSURANCE COMPANY|U|Q|||C|COLONIAL LIFE & ACCIDENT INSURANCE CO|29210|COLUMBIA|SC
C00111922|IRON WORKERS LOCAL 397 POLITICAL ACTION FUND|U|Q|||L|IRON WORKERS; INT'L ASS'N OF BRIDGE...|33550|MANGO|FL
C00111930|PENDLETON WOOLEN MILLS EMPLOYEE COMMITTEE FOR BETTER GOVERNMENT (PEN PAC)|U|Q|||C|PENDLETON WOOLEN MILLS INC|97209|PORTLAND|OR
C00111997|ALL OF THE PEOPLE SENDING CLAUDE OLIVER TO CONGRESS|P|H|REP|H0WA04011|||99336|KENNEWICK|WA
C00112060|ART KENNEDY FOR U S SENATE|P|S|REP|S0AK00014|||99501|ANCHORAGE|AK
C00112110|COMMODITY EXCHANGE , INC. POLITICAL ACTION COMMITTEE (COMPAC) C/O STEPHEN E. STORCH|U|Q|||W|COMMODITY EXCHANGE, INC|20004|WASHINGTON|DC
C00112144|"TRANSAMERICA LIFE COMPANIES POLITICAL ACTION COMMITTEE ""TALCPAC"""|U|Q|||C|TRANSAMERICA OCCIDENTAL LIFE INSUR CO|90015|LOS ANGELES|CA
C00112193|LTV AEROSPACE AND DEFENSE COMPANY ACTIVE CITIZENSHIP CAMPAIGN|U|Q|||C|LTV AEROSPACE AND DEFENSE COMPANY|75265|DALLAS|TX
C00112227|SCHEUER FOR CONGRESS - 1982|A|H|DEM|H6NY11059|||20024|WASHINGTON|DC
C00112250|TOM LANTOS FOR CONGRESS COMMITTEE|P|H|DEM|H0CA11022|||94011|BURLINGAME|CA
C00112292|ALASKANS FOR GRUENING|P|S||S0AK00022|||99567|CHUGIAK|AK
C00112359|SYMMS FOR SENATE COMMITTEE|P|Q||S0ID00016|||83701|BOISE|ID
C00112425|BALLY'S GRAND, INC RECREATION ENTERPRISE PAC|U|Q|||C|BALLY'S GRAND INC|89199|LAS VEGAS|NV
C00112441|LTV ENERGY PRODUCTS COMPANY ACTIVE CITIZENSHIP CAMPAIGN (FORMERLY CONTINENTAL EMSCO|U|Q|||C|LTV CORPORATION|75042|GARLAND|TX
C00112458|FORGING INDUSTRY POLITICAL ACTION COMMITTEE|U|Q|||T|FORGING INDUSTRY ASS'N|44113|CLEVELAND|OH
C00112490|HARTNETT FOR CONGRESS COMMITTEE|A|H||H0SC01014|||29401|CHARLESTON|SC
C00112524|FRANK HARRISON FOR CONGRESS COMMITTEE|P|H||H0PA11019|||18711|WILKES-BARRE|PA
C00112540|CITIZENS FOR BUCKLEY INC|P|S|REP|S0CT00029|||06069|SHARON|CT
C00112565|FRIENDS OF DENNY SMITH|P|H|REP|H0OR02010|||97309|SALEM|OR
C00112573|MCCURDY FOR CONGRESS COMMITTEE|P|H|DEM|H0OK04026|||73070|NORMAN|OK
C00112599|ARCATA CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE|U|Q|||C|ARCATA CORPORATION|21201|BALTIMORE|MD
C00112623|WHITE CASTLE SYSTEM, INC POLITICAL ACTION COMMITTEE|U|Q|||C|WHITE CASTLE SYSTEM INC|43216|COLUMBUS|OH
C00112664|WILPAC WILLIAMETTE INDUSTRIES INC POLITICAL ACTION COMMITTEE|U|Q|||C|WILLAMETTE INDUSTRIES INC|97201|PORTLAND|OR
C00112680|AMERICANS FOR DEMOCRATIC ACTION INC POLITICAL ACTION COMMITTEE|U|Q|||M|AMERICANS FOR DEMOCRATIC ACTION|20006|WASHINGTON|DC
C00112698|SECURITY PACIFIC BANK ARIZONA EMPLOYEE'S P A C (FKA ARIZONA BANK EMPLY'S PAC)|U|Q|||C|ARIZONA BANK|85002|PHOENIX|AZ
C00112706|HEAVY CONSTRUCTORS ASSOCIATION FEDERAL POLITICAL ACTION COMMITTEE|U|Q|||T|CONSTRUCTORS ASS'N; HEAVY|64111|KANSAS CITY|MO
C00112722|AVON PRODUCTS, INC. FUND FOR RESPONSIBLE GOVERNMENT|U|Q|||C|AVON PRODUCTS INC|10019|NEW YORK|NY
C00112763|INTERNATIONAL MASS RETAIL ASSOCIATION PAC FKA IMRAPAC|U|Q|||T|RETAILING INSTITUTE; NAT'L MASS|20006|WASHINGTON|DC
C00112888|LOEWS CORPORATION/LORILLARD PUBLIC AFFAIRS COMMITTEE (LOPAC)|U|Q|||C|LOEWS CORPORATION|10016|NEW YORK|NY
C00112896|PHILLIPS PETROLEUM COMPANY POLITICAL ACTION COMMITTEE|U|Q|||C|PHILLIPS PETROLEUM CO|74004|BARTLESVILLE|OK
C00112953|JOHN GLENN FOR SENATE COMMITTEE|P|S|DEM|S4OH00010|||43215|COLUMBUS|OH
C00112995|LOCAL 106 VOLUNTARY POLITICAL ACTION FUND|U|Q|||L|ENGINEERS; INT'L UNION OF OPERATING|12204|ALBANY|NY
C00113001|VETERANS OF FOREIGN WARS POLITICAL ACTION COMMITTEE INC|U|Q|||T|VETERANS OF FOREIGN WARS OF THE UNITED|20002|WASHINGTON|DC
C00113019|CITIZENS CONCERNED FOR THE NATIONAL INTEREST|U|Q|||M|NONE|60611|CHICAGO|IL
C00113035|ENPAC ARKANSAS POWER & LIGHT COMPANY ENERGY POLITICAL ACTION COMMITTEE|U|Q|||C|MIDDLE SOUTH UTILITIES INC|72203|LITTLE ROCK|AR
C00113043|CHASE MANHATTAN CORPORATION POLITICAL ACTION COMMITTEE - (CHASEPAC)|U|Q|||C|CHASE MANHATTAN CORPORATION|10081|NEW YORK|NY
C00113068|CITIZENS TO ELECT JIM EAGAN UNITED STATE SENATOR|P|S|REP|S0NY00030|||11418|RICHMOND HILL|NY
C00113118|GRISHAM FOR CONGRESS COMMITTEE|P|H|REP|H8CA33177|||90638|LA MIRADA|CA
C00113134|ILLINOIS BELL CITIZENSHIP RESPONSIBILITY COMMITTEE|U|Q|||C|ILLINIOS BELL TELEPHONE COMPANY|60606|CHICAGO|IL
C00113159|EASTPAC-POLITICAL ACTION COMMITTEE OF EASTMAN CHEMICALS DIVISION EASTMAN KODAK COMPANY|U|Q|||C|EASTMAN CHEM CO DIV/EASTMAN KODAK CO|37662|KINGSPORT|TN
C00113209|HAWKEYE BANCORPORATION POLITICAL ACTION COMMITTEE (HAWKEYE BAN/PAC)|U|Q|||C|HAWKEYE BANCORPORATION|52641|MT PLEASANT|IA
C00113225|ELECTROPAC 728 IBEW (INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 728)|U|Q|||L|ELECTRICAL WORKERS; INT'L BROTH'D OF|33316|FT LAUDERDALE|FL
C00113233|RESEARCH-COTTRELL INC CITIZENS FUND|U|Q|||C|RESEARCH-COTTRELL INC|08876|SOMERVILLE|NJ
C00113241|APARTMENT POLITICAL COMMITTEE OF THE NATIONAL APARTMENT ASSOCIATION|U|Q|||T|APARTMENT ASS'N; NATIONAL|20005|WASHINGTON|DC
C00113258|MORTGAGE INSURANCE COMPANIES OF AMERICA POLITICAL ACTION COMMITTEE|U|Q|NNE||T|MORTGAGE INSURANCE COMPANIES OF AMER|20005|WASHINGTON|DC
C00113290|BILLINGTON FOR CONGRESS VICTORY FUND|P|H|REP|H0GA04015|||30030|DECATUR|GA
C00113449|HANDGUN CONTROL VOTER EDUCATION FUND|U|Q|||W|HANDGUN CONTROL INC|20005|WASHINGTON|DC
C00113456|GREINER ENGINEERING SCIENCES POLITICAL ACTION COMMITTEE|U|N|||C|CAHN ENGINEERS INC|06492|WALLINGFORD|CT
C00113464|NEW ENGLAND MUTUAL LIFE INSURANCE COMPANY PAC/NEW ENGLAND LIFE PAC (NELPAC)|U|Q|||W|NEW ENGLAND MUTUAL LIFE INSURANCE CO|02117|BOSTON|MA
C00113522|TETI FOR CONGRESS|P|H|REP|H0NJ14010|||20024|WASHINGTON|DC
C00113530|WYDEN FOR CONGRESS|P|H|DEM|H0OR03026|||97212|PORTLAND|OR
C00113571|DAWSON MATHIS CAMPAIGN COMMITTEE - SENATE|P|S|DEM|S0GA00054|||31702|ALBANY|GA
C00113621|HEALTH INDUSTRY MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE|U|Q|||T|HEALTH INDUSTRY MANUFACTURERS ASS'N|20005|WASHINGTON|DC
C00113639|RHONE-POULENC RORER INC/PAC|U|Q|||C|RHONE-POULENC RORER INC|19426|COLLEGEVILLE|PA
